Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
500 FR,5:29.93,5:29.93,14,519,"""AA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
500 FR,5:32.72,5:32.72,16,455,"""A""",2012 SE McCallie/GPS Scenic Ci,SE,PA,10/13/2012
500 FR,5:35.88,5:35.88,15,449,"""A""",2011 VA BASA Fall Challenge,SE,PA,9/24/2011
500 FR,5:36.75,5:36.75,13,504,"""AA""",2010 SE Southeastern Championships,SE,PA,2/25/2010
500 FR,5:37.54,5:37.54,17,418,"""A""",2014 SE Pilot Flying J January,SE,PA,1/17/2014
500 FR,5:38.62,5:38.62,13,489,"""A""",2010 SE Pilot January Classic,SE,PA,1/15/2010
500 FR,5:40.07,5:40.07,14,438,"""A""",2010 SE ACAC Fall Invitational,SE,PA,10/22/2010
500 FR,5:41.86,5:41.86,14,425,"""A""",2010 SE  BASA Fall Challenge,SE,PA,9/25/2010
500 FR,5:44.63,5:44.63,16,366,"""BB""",2012 VA BASA Fall Challenge,SE,PA,9/22/2012
500 FR,5:46.76,5:46.76,13,427,"""A""",2009 SE Meet of Champs,SE,PA,12/4/2009
500 FR,5:48.15,5:48.15,13,417,"""A""",2009 SE ACAC Fall Invitational,SE,PA,10/16/2009
500 FR,5:55.90,5:55.90,13,362,"""BB""",2009 SE BASA FAll Challenge,SE,PA,9/26/2009
500 FR,5:55.99,5:55.99,17,290,"""BB""",2013 VA BASA 2013 Fall Challenge,SE,PA,9/28/2013
500 FR,6:12.20,6:12.20,12,368,"""BB""",2008 SE ACAC Fall Invitational,SE,PA,10/31/2008
500 FR,6:19.94,6:19.94,12,322,"""BB""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/14/2008
1000 FR,11:34.00,11:34.00,15,483,"""A""",2011 SE ACAC Fall Invitational,SE,PA,10/21/2011
1000 FR,12:34.87,12:34.87,13,329,"""BB""",2009 SE ACAC Fall Invitational,SE,PA,10/16/2009
50 BK,25.26r,25.26,21,975,"""Slower than B""",2018 American Ath. Conf. - Swi,US,UN,2/14/2018
50 BK,25.60r,25.60,20,940,"""Slower than B""",2017 American Ath. Conf. - Swi,US,UN,2/15/2017
50 BK,25.69r,25.69,19,931,"""Slower than B""",2016 American Ath. Conf. - Swi,US,UN,2/17/2016
50 BK,25.77r,25.77,21,923,"""Slower than B""",2017 Georgia Tech Fall Invitat,US,UN,11/17/2017
50 BK,25.94,25.94,17,906,"""Slower than B""",2014 SE GKAISA Championship Swim Meet,SE,PA,7/25/2014
50 BK,26.12r,26.12,20,888,"""Slower than B""",2016 Georgia Tech Fall Invitat,US,UN,11/18/2016
50 BK,26.23r,26.23,18,877,"""Slower than B""",Louisville Cardinal Invitation,SE,UN,11/22/2014
