Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
50 BK,35.44,35.44,11,417,"""BB""",2009 FL SWIM FLORIDA INVITE,FL,SWIM,9/19/2009
50 BK,36.92r,36.92,11,330,"""B""",2009 FL Area 3-5 Championships,FL,SWIM,8/1/2009
50 BK,39.95,39.95,11,177,"""Slower than B""",2008 FL Area 5 series,FL,SWIM,12/13/2008
50 BK,40.97,40.97,10,266,"""BB""",2008 FL Swim Florida Naples YMCA,FL,SWIM,10/3/2008
50 BK,41.65,41.65,10,237,"""BB""",2008 FL Swim Florida Sept Inv,FL,SWIM,9/20/2008
100 BK,50.42,50.42,20,1111,2019 Summer Nationals (LCM),2018 NCAA DI Women's Swimming,NC,UN,3/16/2018
100 BK,50.75,50.75,20,1095,2019 Summer Nationals (LCM),2018 ACC Women's Championship,NC,UN,2/16/2018
100 BK,50.75,50.75,20,1095,2019 Summer Nationals (LCM),2018 NCAA DI Women's Swimming,NC,UN,3/16/2018
100 BK,51.03r,51.03,20,1081,2019 Summer Nationals (LCM),2018 ACC Women's Championship,NC,UN,2/16/2018
100 BK,51.13,51.13,19,1076,2019 Summer Nationals (LCM),2017 ACC Women's Championship,NC,UN,2/15/2017
100 BK,51.24,51.24,21,1071,2019 Summer Nationals (LCM),2018 IU Invitational,NC,UN,11/16/2018
100 BK,51.42,51.42,20,1062,2019 Summer Nationals (LCM),2018 ACC Women's Championship,NC,UN,2/16/2018
100 BK,51.46r,51.46,20,1060,2019 Summer Nationals (LCM),2018 NCAA DI Women's Swimming,NC,UN,3/15/2018
100 BK,51.54,51.54,19,1056,2019 Summer Nationals (LCM),2017 NCAA DI Women's,NC,UN,3/17/2017
100 BK,51.55,51.55,21,1056,2019 Summer Nationals (LCM),2018 IU Invitational,NC,UN,11/16/2018
100 BK,51.63,51.63,19,1052,2019 Summer Nationals (LCM),2017 NCAA DI Women's,NC,UN,3/17/2017
100 BK,51.65r,51.65,18,1051,2019 Summer Nationals (LCM),2016 CCSA Swimming and Diving,FL,UN,2/19/2016
100 BK,51.66r,51.66,19,1051,2019 Summer Nationals (LCM),2017 NCAA DI Women's,NC,UN,3/16/2017
100 BK,51.76,51.76,18,1046,2019 Summer Nationals (LCM),2016 NCAA DI Women's,FL,UN,3/18/2016
100 BK,51.79r,51.79,20,1044,2019 Summer Nationals (LCM),Ohio State Invitational,NC,UN,11/17/2017
100 BK,51.80r,51.80,19,1044,2019 Summer Nationals (LCM),2017 NCAA DI Women's,NC,UN,3/16/2017
100 BK,51.90r,51.90,20,1039,2019 Summer Nationals (LCM),2018 Acc - B1G Challenge,NC,UN,11/10/2018
100 BK,51.99r,51.99,21,1035,2019 Summer Nationals (LCM),2018 IU Invitational,NC,UN,11/15/2018
100 BK,52.04,52.04,20,1032,2019 Summer Nationals (LCM),Ohio State Invitational,NC,UN,11/18/2017
100 BK,52.07,52.07,20,1031,2019 Summer Nationals (LCM),Ohio State Invitational,NC,UN,11/18/2017
100 BK,52.08,52.08,19,1030,2019 Summer Nationals (LCM),NC STATE GAC Invitational,NC,UN,11/18/2016
100 BK,52.08,52.08,18,1030,2019 Summer Nationals (LCM),2016 CCSA Swimming and Diving,FL,UN,2/19/2016
100 BK,52.18,52.18,19,1026,2019 Summer Nationals (LCM),2017 ACC Women's Championship,NC,UN,2/15/2017
