Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 IM,2:20.06,2:20.06,18,517,"""A""",2014 SE Ralph Crocker Classic,GA,SA,1/17/2014
200 IM,2:21.01,2:21.01,14,543,"""AA""",2010 GA Northern Divisional Champ,GA,UN,3/26/2010
200 IM,2:21.50,2:21.50,16,495,"""A""",2011 GA Marlins Invite,GA,LINS,12/2/2011
200 IM,2:21.82,2:21.82,15,503,"""A""",2010 GA Marlins Invite,GA,LINS,12/10/2010
200 IM,2:22.00,2:22.00,15,500,"""A""",2010 GA Hurricane Fall Classic,GA,LINS,10/29/2010
200 IM,2:23.29,2:23.29,17,463,"""A""",2012 GA 6TH Annual Luqman R El-Amin,GA,LINS,11/9/2012
200 IM,2:24.99,2:24.99,15,450,"""A""",2010 GA 4TH ANNUAL LUQMAN R. EL-AMIN I,GA,LINS,11/12/2010
200 IM,2:25.15,2:25.15,14,473,"""A""",2010 SE NIKE SC Invitational,GA,TWS,1/16/2010
200 IM,2:25.91,2:25.91,14,461,"""A""",2009 GA RAYS IMX,GA,TWS,11/6/2009
200 IM,2:26.69,2:26.69,16,410,"""A""",2011 GA 5TH ANNUAL LUQMAN R EL-AMIN IN,GA,LINS,11/11/2011
200 IM,2:28.52,2:28.52,13,469,"""A""",2009 GA 65th Annual Short Course Coach,GA,TWS,1/16/2009
200 IM,2:34.78,2:34.78,13,373,"""BB""",2008 GA IMX Invitational,GA,TWS,11/7/2008
200 IM,2:35.22,2:35.22,12,447,"""A""",2008 GA Northern Divisional Champ,GA,TWS,3/28/2008
200 IM,2:35.35,2:35.35,12,445,"""A""",2008 GA RAYS Invitational,GA,TWS,2/15/2008
200 IM,2:36.19,2:36.19,14,305,"""BB""",2009 GA AP Big Brother/Big Sister,GA,TWS,10/4/2009
200 IM,2:36.95,2:36.95,13,341,"""BB""",2008 GA AP TWS Big Brother - Big Sister,GA,TWS,10/5/2008
200 IM,2:37.15,2:37.15,12,420,"""A""",2008 SE Pilot January Classic,GA,TWS,1/18/2008
200 IM,2:39.09,2:39.09,12,394,"""BB""",2007 GA TWS Invite 2007,GA,TWS,11/30/2007
200 IM,2:39.87,2:39.87,12,383,"""BB""",2007 GA IMX Invitational,GA,TWS,11/9/2007
200 IM,2:58.40,2:58.40,11,267,"""B""",2007 GA Northern Div Champs,GA,TWS,3/23/2007
200 IM,2:59.08,2:59.08,11,260,"""B""",2007 GA RAYS Invitational,GA,TWS,2/2/2007
200 IM,3:02.38,3:02.38,11,225,"""B""",2007 GA TWS-DAQ-SWAT Tri Meet,GA,TWS,1/28/2007
200 IM,3:03.50,3:03.50,11,213,"""B""",2006 GA IMX Invitational,GA,TWS,11/10/2006
200 IM,3:04.87,3:04.87,11,200,"""B""",2007 SC Stingray Invite,GA,TWS,1/12/2007
200 IM,3:08.14,3:08.14,11,168,"""Slower than B""",TWS vs. Swim Atlanta,GA,TWS,10/22/2006
400 IM,4:28.22,4:28.22,20,768,2019 Futures,2016 FL NJCAA National Champs,FL,UN,3/3/2016
400 IM,4:29.50,4:29.50,22,757,2019 Futures,Auburn University Invite,US,UN,2/3/2018
400 IM,4:33.50,4:33.50,18,721,"""AAA""",2014 SE Southern Premier,GA,SA,3/7/2014
400 IM,4:33.64,4:33.64,20,720,"""AAA""",2015 Georgia Tech Fall Invitat,FL,UN,11/20/2015
400 IM,4:33.88,4:33.88,22,718,"""AAA""",Auburn University Invite,US,UN,2/3/2018
400 IM,4:34.27,4:34.27,20,715,"""AAA""",2015 Georgia Tech Fall Invitat,FL,UN,11/20/2015
400 IM,4:34.90,4:34.90,16,709,"""AAA""",2011 GA Georgia Short Course Senior Ch,GA,LINS,12/9/2011
400 IM,4:35.51,4:35.51,18,704,"""AAA""",2014 SE Southern Premier,GA,SA,3/7/2014
400 IM,4:35.74,4:35.74,19,702,"""AAA""",2015 NI - Ob - NJCAA Swimming & Diving Champs,FL,UN,3/6/2015
400 IM,4:36.00,4:36.00,18,700,"""AAA""",2013 GA Senior Short Course St,GA,SA,12/6/2013
400 IM,4:36.60,4:36.60,16,694,"""AAA""",2012 NCSA Junior National Swim,GA,LINS,3/20/2012
400 IM,4:37.71,4:37.71,15,704,"""AAA""",2011 GA Northern Divisional Champ,GA,LINS,3/25/2011
400 IM,4:38.51,4:38.51,19,678,"""AAA""",2014 Georgia Tech Fall Invitat,FL,UN,11/21/2014
400 IM,4:38.56,4:38.56,19,678,"""AAA""",2015 NI - Ob - NJCAA Swimming & Diving Champs,FL,UN,3/6/2015
400 IM,4:38.70,4:38.70,17,676,"""AAA""",2012 GA Georgia Senior Short Course St,GA,LINS,12/7/2012
