Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 BR,2:41.03,2:41.03,15,525,"""A""","2011 CA Downey B,R,W SC Meet",CA,LKWD,1/15/2011
200 BR,2:54.03,2:54.03,13,386,"""BB""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
200 BR,2:54.03,2:54.03,13,386,"""BB""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
200 BR,2:56.29,2:56.29,13,359,"""BB""",2008 CA Lakewood/Downey Dual M,CA,LKWD,11/14/2008
200 BR,2:58.34,2:58.34,13,334,"""BB""",2008 CA Cerritos Aquatic Club,CA,LKWD,11/22/2008
200 BR,2:58.84,2:58.84,13,328,"""BB""",2008 CA SFSA Fall,CA,LKWD,9/20/2008
200 BR,2:59.41,2:59.41,13,321,"""BB""",2008 CA Metro Committee-Max Ch,CA,LKWD,12/6/2008
200 BR,3:07.20,3:07.20,12,339,"""BB""",2008 CA BAC Metro Comm,CA,LKWD,1/26/2008
50 FL,29.25,29.25,22,469,"""Slower than B""",2017 PCSC Pentathlon,US,UN,10/7/2017
50 FL,44.77,44.77,12,1,"""Slower than B""",2008 CA PVST Pres Day Meet,CA,LKWD,2/16/2008
50 FL,45.96,45.96,12,1,"""Slower than B""",2007 CA Metro Comm Blue-Max Ch,CA,LKWD,12/1/2007
50 FL,47.64,47.64,12,1,"""Slower than B""",2007 CA CERR Fall SC--3rd Corr,CA,LKWD,11/17/2007
50 FL,48.14,48.14,12,1,"""Slower than B""",2008 CA BAC Metro Comm,CA,LKWD,1/26/2008
50 FL,51.25,51.25,12,1,"""Slower than B""","2007 CA BCH/LKWD ""BRW"" SC Meet",CA,LKWD,11/3/2007
50 FL,52.21,52.21,12,1,"""Slower than B""",2007 CA Beach IMX and Sprint C,CA,LKWD,10/13/2007
100 FL,1:01.27,1:01.27,22,595,"""A""",2018 RMAC Championships,US,UN,2/15/2018
100 FL,1:02.48,1:02.48,19,551,"""A""",2014 CA SBSC/SCS Winter Age Gr,CA,LKWD,12/14/2014
100 FL,1:02.55,1:02.55,18,548,"""A""",2013 CA SCS Winter Senior Meet,CA,LKWD,12/19/2013
100 FL,1:02.84,1:02.84,22,538,"""A""",2017 CSU Bakersfield vs Cal Ba,US,UN,11/4/2017
100 FL,1:03.65,1:03.65,18,509,"""A""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
100 FL,1:03.72,1:03.72,17,507,"""A""",2012 CA SBSC Winter Age Group,CA,LKWD,12/7/2012
100 FL,1:04.55,1:04.55,17,478,"""BB""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
100 FL,1:05.07,1:05.07,18,460,"""BB""",2013 CA SCS October Senior Invite SC M,CA,LKWD,10/19/2013
100 FL,1:05.15,1:05.15,15,489,"""A""",2011 CA OB CIF-SS Division 4 Champs,CA,UN,5/10/2011
100 FL,1:05.32,1:05.32,15,483,"""A""",2011 CA OB CIF-SS Division 4 Champs,CA,UN,5/10/2011
100 FL,1:05.37,1:05.37,16,464,"""A""",2011 CA Cerritos Aquatic Club,CA,LKWD,11/19/2011
100 FL,1:05.40,1:05.40,17,449,"""BB""",2013 CA Metro Committee Spring,CA,LKWD,2/9/2013
100 FL,1:05.48,1:05.48,16,460,"""A""",2011 CA ZAP Spooktacular BRW S,CA,LKWD,10/8/2011
100 FL,1:06.24,1:06.24,16,435,"""A""",2011 CA SAND - WAG Championship,CA,LKWD,12/9/2011
100 FL,1:06.60,1:06.60,16,423,"""BB""",2012 CA LKWD-TRID-ZAP-SCAL,CA,LKWD,1/7/2012
100 FL,1:07.34,1:07.34,19,384,"""BB""",2014 CA SCS SC Senior Invite,CA,LKWD,10/19/2014
100 FL,1:08.03,1:08.03,15,393,"""BB""",2011 CA Lakewood-ZAP-RMDA JULY,CA,LKWD,7/10/2011
100 FL,1:09.07,1:09.07,15,360,"""BB""",2010 CA MVN Turkey BR Meet,CA,LKWD,11/19/2010
100 FL,1:10.23,1:10.23,14,349,"""BB""",2009 CA Downey Dolphins Octobe,CA,LKWD,10/10/2009
100 FL,1:16.17,1:16.17,14,181,"""B""",2009 CA Santa Fe Springs Aquat,CA,LKWD,9/18/2009
100 FL,1:17.81,1:17.81,13,181,"""B""","2009 CA Lakewood Aquatics R,W",CA,LKWD,5/16/2009
100 FL,1:18.13,1:18.13,13,173,"""B""",2009 CA Barracuda Aquatic Club,CA,LKWD,1/17/2009
100 FL,1:19.43,1:19.43,13,142,"""Slower than B""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
100 FL,1:19.43,1:19.43,13,142,"""Slower than B""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
100 FL,1:21.23,1:21.23,13,101,"""Slower than B""",2008 CA Metro Committee-Max Ch,CA,LKWD,12/6/2008
100 FL,1:23.99,1:23.99,13,48,"""Slower than B""",2008 CA Cerritos Aquatic Club,CA,LKWD,11/22/2008
100 IM,1:03.63,1:03.63,22,543,"""Slower than B""",2017OB UNLV INVITE,US,UN,11/18/2017
100 IM,1:03.82,1:03.82,22,536,"""Slower than B""",2017OB UNLV INVITE,US,UN,11/18/2017
100 IM,1:08.02,1:08.02,22,383,"""Slower than B""",2017 PCSC Pentathlon,US,UN,10/7/2017
100 IM,1:08.24,1:08.24,22,375,"""Slower than B""",2017 Malibu Invitational,US,UN,10/21/2017
100 IM,1:28.57,1:28.57,12,80,"""Slower than B""",2008 CA BAC Metro Comm,CA,LKWD,1/26/2008
100 IM,1:29.33,1:29.33,12,68,"""Slower than B""",2008 CA PVST Pres Day Meet,CA,LKWD,2/16/2008
100 IM,1:34.27,1:34.27,12,12,"""Slower than B""",2007 CA CERR Fall SC--3rd Corr,CA,LKWD,11/17/2007
100 IM,1:35.32,1:35.32,12,5,"""Slower than B""","2007 CA BCH/LKWD ""BRW"" SC Meet",CA,LKWD,11/3/2007
100 IM,1:43.60,1:43.60,12,1,"""Slower than B""",2007 CA Beach IMX and Sprint C,CA,LKWD,10/13/2007
200 IM,2:15.13,2:15.13,17,605,"""AA""",2013 CA OB CIF-SS Division 3,CA,UN,5/7/2013
200 IM,2:15.13,2:15.13,16,608,"""AA""",2012 CA OB CIF-SS Division 4,CA,UN,5/9/2012
200 IM,2:16.27,2:16.27,17,584,"""AA""",2013 CA OB CIF-SS Division 3,CA,UN,5/7/2013
200 IM,2:17.17,2:17.17,22,568,"""A""",2018 RMAC Championships,US,UN,2/14/2018
200 IM,2:17.90,2:17.90,18,555,"""A""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
200 IM,2:18.31,2:18.31,17,548,"""A""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
