Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 FL,2:02.31,2:02.31,16,628,"""AA""",2013 CA Kevin B. Perry Senior,CA,SCAT,11/8/2013
200 FL,2:02.58,2:02.58,16,623,"""AA""",2013 SI RSD AB All Ages North Meet,CA,SCAT,10/12/2013
200 FL,2:03.23,2:03.23,16,610,"""AA""",2013 CA SCS/SBSC Winter Age Gr,CA,SCAT,12/13/2013
200 FL,2:07.63,2:07.63,15,559,"""A""",2013 CA SCAT JO Max Championships,CA,SCAT,2/8/2013
200 FL,2:08.56,2:08.56,15,543,"""A""",2012 CASAND Winter Age Group C,CA,SCAT,12/7/2012
200 FL,2:08.74,2:08.74,15,539,"""A""",2013 CA SCAT JO Max Championships,CA,SCAT,2/8/2013
200 FL,2:08.92,2:08.92,15,536,"""A""","2012 CA ORCA  ""BRW"" SC Age Gro",CA,SCAT,12/1/2012
200 FL,2:12.10,2:12.10,15,480,"""BB""",2013 CA MVN January Blue Meet,CA,SCAT,1/11/2013
200 FL,2:12.14,2:12.14,15,479,"""BB""",2012 CA SET BACK-TO-SCHOOL MEE,CA,SCAT,9/22/2012
200 FL,2:29.22,2:29.22,15,216,"""B""",2012 CA AAA RED-WHITE MEET,CA,SCAT,5/19/2012
100 IM,54.10,54.10,19,640,"""Slower than B""",2016 UNLV INVITE,CA,UN,12/3/2016
100 IM,54.96,54.96,19,598,"""Slower than B""",2016 UNLV INVITE,CA,UN,12/3/2016
100 IM,59.88,59.88,20,384,"""Slower than B""",2017 Malibu Invitational,US,UN,10/21/2017
200 IM,2:09.54,2:09.54,16,476,"""A""",2013 CA PST Agua Caliente Meet,CA,SCAT,11/22/2013
200 IM,2:10.65,2:10.65,16,455,"""A""",2013 SI RSD AB All Ages North Meet,CA,SCAT,10/12/2013
200 IM,2:11.26,2:11.26,16,444,"""A""",2013 CA SAN CLEMENTE GATOR JOM,CA,SCAT,7/19/2013
200 IM,2:12.42,2:12.42,16,423,"""BB""",2013 CA SCS/SBSC Winter Age Gr,CA,SCAT,12/13/2013
200 IM,2:13.68,2:13.68,15,442,"""BB""",2012 CA STOP BRW AGE GROUP MEE,CA,SCAT,11/3/2012
200 IM,2:14.51,2:14.51,15,427,"""BB""",2013 CA MVN January Blue Meet,CA,SCAT,1/11/2013
200 IM,2:14.88,2:14.88,15,421,"""BB""","2012 CA ORCA  ""BRW"" SC Age Gro",CA,SCAT,12/1/2012
200 IM,2:17.30,2:17.30,15,379,"""BB""",2012 CA MISSION VIEJO TURKEY B,CA,SCAT,11/16/2012
200 IM,2:23.73,2:23.73,15,276,"""BB""",2012 CA AAA RED-WHITE MEET,CA,SCAT,5/19/2012
200 IM,2:26.32,2:26.32,15,239,"""BB""",2012 CA OB CIF-SS South Coast League,CA,UN,5/3/2012
200 IM,2:28.76,2:28.76,15,205,"""B""",2012 CA OB CIF-SS South Coast League,CA,UN,5/3/2012
400 IM,4:22.05,4:22.05,21,592,"""AA""",2018 Mizzou Invitational,US,UN,11/16/2018
400 IM,4:46.01,4:46.01,15,458,"""BB""",2012 CA MISSION VIEJO TURKEY B,CA,SCAT,11/16/2012
